title,address,price,link1
2-pokojowe mieszkanie 38m2 + ogródek Bezpośrednio,"ul. Chełmżyńska, Kawęczyn-Wygoda, Rembertów, Warszawa, mazowieckie",490 496 zł,/pl/oferta/2-pokojowe-mieszkanie-38m2-ogrodek-bezposrednio-ID4ltM8
3-pokojowe mieszkanie 71m2 + loggia,"ul. Oszmiańska, Targówek Mieszkaniowy, Targówek, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/3-pokojowe-mieszkanie-71m2-loggia-ID4ly7U
3-pokojowe mieszkanie 64m2 + taras Bezpośrednio,"ul. Oszmiańska, Targówek Mieszkaniowy, Targówek, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/3-pokojowe-mieszkanie-64m2-taras-bezposrednio-ID4ly7C
"Eleganckie 5 pokoi w kamienicy, Stary Mokotów","ul. Antoniego Józefa Madalińskiego, Stary Mokotów, Mokotów, Warszawa, mazowieckie",1 988 000 zł,/pl/oferta/eleganckie-5-pokoi-w-kamienicy-stary-mokotow-ID4lxUI
"Metro Płocka 34,5m2 + garaż","ul. Skierniewicka 34a, Czyste, Wola, Warszawa, mazowieckie",819 000 zł,/pl/oferta/metro-plocka-34-5m2-garaz-ID4nwd8
4-pokojowe mieszkanie 69m2 + 2 balkony,"ul. Pawła Włodkowica, Brzeziny, Białołęka, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/4-pokojowe-mieszkanie-69m2-2-balkony-ID4lpA0
SPRZEDAM BEZPOŚREDNIO 70 m2 apartament Warszawa,"ul. Juliusza Ordona, Odolany, Wola, Warszawa, mazowieckie",1 450 000 zł,/pl/oferta/sprzedam-bezposrednio-70-m2-apartament-warszawa-ID4ntg7
Harfowa 9 | nowoczesne mieszkanie M16,"ul. Harfowa, Szczęśliwice, Ochota, Warszawa, mazowieckie",1 971 156 zł,/pl/oferta/harfowa-9-nowoczesne-mieszkanie-m16-ID4g2nj
"Gotowiec Inwestycyjny Praga Północ - ROI 9,6%","Nowa Praga, Praga-Północ, Warszawa, mazowieckie",550 000 zł,/pl/oferta/gotowiec-inwestycyjny-praga-polnoc-roi-9-6-ID4mQHe
Mieszkanie Warszawa Ursus- Gołąbki!,"ul. Konotopska, Gołąbki, Ursus, Warszawa, mazowieckie",1 060 000 zł,/pl/oferta/mieszkanie-warszawa-ursus-golabki-ID4n6wW
"120m2, wysoki standard, 2 miejsca postojowe","ul. Józefa Strusia, Marysin Wawerski, Wawer, Warszawa, mazowieckie",1 150 000 zł,/pl/oferta/120m2-wysoki-standard-2-miejsca-postojowe-ID4kITu
Warszawa -mieszkanie Saska Kępa 30 m2 parter,"ul. Ateńska, Saska Kępa, Praga-Południe, Warszawa, mazowieckie",430 000 zł,/pl/oferta/warszawa-mieszkanie-saska-kepa-30-m2-parter-ID4lGJF
"Okazja! 3-pokoje, garderoba, blisko Galerii Sadyba","ul. Zalew, Sadyba, Mokotów, Warszawa, mazowieckie",729 000 zł,/pl/oferta/okazja-3-pokoje-garderoba-blisko-galerii-sadyba-ID4lGwe
Nowy 3-pokojowy apartament na Ochocie,"ul. Harfowa, Szczęśliwice, Ochota, Warszawa, mazowieckie",1 653 563 zł,/pl/oferta/nowy-3-pokojowy-apartament-na-ochocie-ID4lGt7
"Bezpośrednio Wola 49,05m2 przy stacji metra Młynów","ul. Górczewska 18, Ulrychów, Wola, Warszawa, mazowieckie",720 000 zł,/pl/oferta/bezposrednio-wola-49-05m2-przy-stacji-metra-mlynow-ID4npE1
3-pokojowe mieszkanie 61m2 + balkon Bez Prowizji,"ul. Posag 7 Panien, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/3-pokojowe-mieszkanie-61m2-balkon-bez-prowizji-ID4lhvk
"Rozkładowe 2-pokoje z loggią, do Wola Parku 550 m.","Ulrychów, Wola, Warszawa, mazowieckie",649 000 zł,/pl/oferta/rozkladowe-2-pokoje-z-loggia-do-wola-parku-550-m-ID4npI0
Ursus Classic | mieszkanie 3-pok. |C1_202,"Dyrekcyjna, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/ursus-classic-mieszkanie-3-pok-c1-202-ID4ltxM
2-pokojowe mieszkanie 43m2 + balkon Bezpośrednio,"ul. Jutrzenki, Salomea, Włochy, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/2-pokojowe-mieszkanie-43m2-balkon-bezposrednio-ID4lzzZ
3-pokojowe mieszkanie 59m2 + balkon Bezpośrednio,"ul. Jutrzenki, Salomea, Włochy, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/3-pokojowe-mieszkanie-59m2-balkon-bezposrednio-ID4lzzS
3-pokojowe mieszkanie 59m2 + balkon Bez Prowizji,"ul. Jutrzenki, Salomea, Włochy, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/3-pokojowe-mieszkanie-59m2-balkon-bez-prowizji-ID4lzzV
Ursus Classic | mieszkanie 2-pok. |C2_26,"Dyrekcyjna, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/ursus-classic-mieszkanie-2-pok-c2-26-ID4ltuV
Ursus Classic | mieszkanie 3-pok. |C1_14,"Dyrekcyjna, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/ursus-classic-mieszkanie-3-pok-c1-14-ID4ltwH
Ursus Classic | mieszkanie 3-pok. |C1_36,"Dyrekcyjna, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/ursus-classic-mieszkanie-3-pok-c1-36-ID4ltwR
Ursus Classic | mieszkanie 2-pok. |C2_7,"Dyrekcyjna, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/ursus-classic-mieszkanie-2-pok-c2-7-ID4ltxP
Ursus Classic | mieszkanie 2-pok. |C2_22,"Dyrekcyjna, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/ursus-classic-mieszkanie-2-pok-c2-22-ID4ltx5
Powiśle/Zielono/Spokojna Okolica,"Powiśle, Śródmieście, Warszawa, mazowieckie",799 000 zł,/pl/oferta/powisle-zielono-spokojna-okolica-ID4lASS
"2 sypialnie, duży salon - klucze w grudniu!","ul. Lewandów, Grodzisk, Białołęka, Warszawa, mazowieckie",563 164 zł,/pl/oferta/2-sypialnie-duzy-salon-klucze-w-grudniu-ID4gng8
2-pokojowe mieszkanie 38m2 + balkon,"ul. Chełmżyńska, Kawęczyn-Wygoda, Rembertów, Warszawa, mazowieckie",477 084 zł,/pl/oferta/2-pokojowe-mieszkanie-38m2-balkon-ID4ltN3
2-pokojowe mieszkanie 38m2 + balkon Bez Prowizji,"ul. Chełmżyńska, Kawęczyn-Wygoda, Rembertów, Warszawa, mazowieckie",479 000 zł,/pl/oferta/2-pokojowe-mieszkanie-38m2-balkon-bez-prowizji-ID4ltO2
3-pokojowe mieszkanie 67m2 + balkon Bez Prowizji,"ul. Kazimierza Gierdziejewskiego, Szamoty, Ursus, Warszawa, mazowieckie",802 283 zł,/pl/oferta/3-pokojowe-mieszkanie-67m2-balkon-bez-prowizji-ID4ltU3
2-pokojowe mieszkanie 38m2 + balkon Bez Prowizji,"ul. Chełmżyńska, Kawęczyn-Wygoda, Rembertów, Warszawa, mazowieckie",477 084 zł,/pl/oferta/2-pokojowe-mieszkanie-38m2-balkon-bez-prowizji-ID4ltMZ
2-pokojowe mieszkanie 38m2 + balkon,"ul. Chełmżyńska, Kawęczyn-Wygoda, Rembertów, Warszawa, mazowieckie",475 168 zł,/pl/oferta/2-pokojowe-mieszkanie-38m2-balkon-ID4ltNz
"Duże, 3-pokojowe do własnej aranżacji, 70m2","ul. Pirenejska, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie",895 000 zł,/pl/oferta/duze-3-pokojowe-do-wlasnej-aranzacji-70m2-ID4lxzd
"Nowe osiedle, dwa garaże, duży balkon","ul. Przeworska, Grochów, Praga-Południe, Warszawa, mazowieckie",1 150 000 zł,/pl/oferta/nowe-osiedle-dwa-garaze-duzy-balkon-ID4lvSH
3 pokoje na Ochocie,"ul. Ludwika Pasteura, Stara Ochota, Ochota, Warszawa, mazowieckie",1 100 000 zł,/pl/oferta/3-pokoje-na-ochocie-ID4ln2o
4-pokojowe mieszkanie 78m2 + 2 balkony,"ul. Pawła Włodkowica, Brzeziny, Białołęka, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/4-pokojowe-mieszkanie-78m2-2-balkony-ID4lpBj
4-pokojowe mieszkanie 65m2 + 2 balkony,"ul. Pawła Włodkowica, Brzeziny, Białołęka, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/4-pokojowe-mieszkanie-65m2-2-balkony-ID4lpBF
4-pokojowe mieszkanie 65m2 + 2 balkony,"ul. Pawła Włodkowica, Brzeziny, Białołęka, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/4-pokojowe-mieszkanie-65m2-2-balkony-ID4lpBi
Mieszkanie w znakomitej lokalizacji. Dobra cena!,"ul. Podchorążych, Czerniaków, Mokotów, Warszawa, mazowieckie",850 000 zł,/pl/oferta/mieszkanie-w-znakomitej-lokalizacji-dobra-cena-ID4lmcR
"0% prow,. Nowe > 126 m2, 4 pokoje, Bielany","ul. Rokokowa, Radiowo, Bielany, Warszawa, mazowieckie",1 355 476 zł,/pl/oferta/0-prow-nowe-126-m2-4-pokoje-bielany-ID4llUi
Ursus Classic | mieszkanie 3-pok. |C1_225,"Dyrekcyjna, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/ursus-classic-mieszkanie-3-pok-c1-225-ID4ltx1
Ursus Classic | mieszkanie 3-pok. |C2_31,"Dyrekcyjna, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/ursus-classic-mieszkanie-3-pok-c2-31-ID4ltv2
Ursus Classic | mieszkanie 2-pok. |C2_12,"Dyrekcyjna, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/ursus-classic-mieszkanie-2-pok-c2-12-ID4ltvX
!!! 3 pokoje (62 m2) na Mokotowie,"ul. Ludwika Idzikowskiego, Czerniaków, Mokotów, Warszawa, mazowieckie",800 000 zł,/pl/oferta/3-pokoje-62-m2-na-mokotowie-ID4lGjW
"Mieszkanie, 30,30 m², Warszawa","Raków, Włochy, Warszawa, mazowieckie",695 000 zł,/pl/oferta/mieszkanie-30-30-m-warszawa-ID4lGjm
3-pokojowe mieszkanie 60m2 + balkon Bezpośrednio,"ul. Szeligowska 24, Chrzanów, Bemowo, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/3-pokojowe-mieszkanie-60m2-balkon-bezposrednio-ID4lhxt
3-pokojowe mieszkanie 60m2 + balkon Bezpośrednio,"ul. Posag 7 Panien, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/3-pokojowe-mieszkanie-60m2-balkon-bezposrednio-ID4lhwM
3-pokojowe mieszkanie 65m2 + loggia Bez Prowizji,"ul. Szeligowska 24, Chrzanów, Bemowo, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/3-pokojowe-mieszkanie-65m2-loggia-bez-prowizji-ID4ltkR
1-pokojowy apartament 38m2 Bez Pośredników,"ul. Ogrodowa, Mirów, Wola, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/1-pokojowy-apartament-38m2-bez-posrednikow-ID4l3qV
Powiśle- Apartament W Wysokim Standardzie,"ul. Czerniakowska, Solec, Śródmieście, Warszawa, mazowieckie",2 850 000 zł,/pl/oferta/powisle-apartament-w-wysokim-standardzie-ID4lsf8
3-pokojowe mieszkanie 59m2 + balkon Bez Prowizji,"ul. Jutrzenki, Salomea, Włochy, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/3-pokojowe-mieszkanie-59m2-balkon-bez-prowizji-ID4lzzv
2-pokojowe mieszkanie 47m2 + balkon Bez Prowizji,"ul. Jutrzenki, Salomea, Włochy, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/2-pokojowe-mieszkanie-47m2-balkon-bez-prowizji-ID4lzzP
Ursus Classic | mieszkanie 3-pok. |C1_119,"Dyrekcyjna, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/ursus-classic-mieszkanie-3-pok-c1-119-ID4ltwo
Ursus Classic | mieszkanie 1-pok. |C1_121,"Dyrekcyjna, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/ursus-classic-mieszkanie-1-pok-c1-121-ID4ltwC
Ursus Classic | mieszkanie 1-pok. |C1_229,"Dyrekcyjna, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/ursus-classic-mieszkanie-1-pok-c1-229-ID4ltyh
Ursus Classic | mieszkanie 3-pok. |C1_15,"Dyrekcyjna, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/ursus-classic-mieszkanie-3-pok-c1-15-ID4ltxk
Ursus Classic | mieszkanie 3-pok. |C1_129,"Dyrekcyjna, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/ursus-classic-mieszkanie-3-pok-c1-129-ID4ltwT
Ursus Classic | mieszkanie 5-pok. |C1_131,"Dyrekcyjna, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/ursus-classic-mieszkanie-5-pok-c1-131-ID4ltwd
Cicha Białołęka ❧ 3 Pokoje ❧ Duży Balkon,"Przejezdna, Kobiałka, Białołęka, Warszawa, mazowieckie",630 000 zł,/pl/oferta/cicha-bialoleka-3-pokoje-duzy-balkon-ID4lAJZ
Praga południe 3 pokoje!,"Gocław, Praga-Południe, Warszawa, mazowieckie",799 000 zł,/pl/oferta/praga-poludnie-3-pokoje-ID4lx7E
"Wyjątkowy ,unikatowy Piękny Apartament Saska Kępa","ul. Lipska, Saska Kępa, Praga-Południe, Warszawa, mazowieckie",2 990 000 zł,/pl/oferta/wyjatkowy-unikatowy-piekny-apartament-saska-kepa-ID4lAH2
2-pokojowe mieszkanie 38m2 + balkon Bezpośrednio,"ul. Chełmżyńska, Kawęczyn-Wygoda, Rembertów, Warszawa, mazowieckie",475 168 zł,/pl/oferta/2-pokojowe-mieszkanie-38m2-balkon-bezposrednio-ID4ltNl
2-pokojowe mieszkanie 38m2 + balkon Bez Prowizji,"ul. Chełmżyńska, Kawęczyn-Wygoda, Rembertów, Warszawa, mazowieckie",471 336 zł,/pl/oferta/2-pokojowe-mieszkanie-38m2-balkon-bez-prowizji-ID4ltMq
3-pokojowe mieszkanie 55m2 + balkon Bez Prowizji,"ul. Chełmżyńska, Kawęczyn-Wygoda, Rembertów, Warszawa, mazowieckie",615 162 zł,/pl/oferta/3-pokojowe-mieszkanie-55m2-balkon-bez-prowizji-ID4ltMO
2-pokojowe mieszkanie 37m2 + balkon,"ul. Chełmżyńska, Kawęczyn-Wygoda, Rembertów, Warszawa, mazowieckie",459 296 zł,/pl/oferta/2-pokojowe-mieszkanie-37m2-balkon-ID4ltNx
2-pokojowe mieszkanie 38m2 + balkon Bezpośrednio,"ul. Chełmżyńska, Kawęczyn-Wygoda, Rembertów, Warszawa, mazowieckie",479 000 zł,/pl/oferta/2-pokojowe-mieszkanie-38m2-balkon-bezposrednio-ID4ltNw
Ursus Classic | mieszkanie 2-pok. |C2_3,"Dyrekcyjna, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/ursus-classic-mieszkanie-2-pok-c2-3-ID4g1yp
Idealne mieszkanie na Mokotowie,"ul. Mariana Zdziechowskiego, Ksawerów, Mokotów, Warszawa, mazowieckie",1 150 000 zł,/pl/oferta/idealne-mieszkanie-na-mokotowie-ID4lveN
Idealna kawalerka na inwestycje,"ul. Mariana Zdziechowskiego, Ksawerów, Mokotów, Warszawa, mazowieckie",618 000 zł,/pl/oferta/idealna-kawalerka-na-inwestycje-ID4lveL
4-pokojowe mieszkanie 69m2 + 2 balkony,"ul. Pawła Włodkowica, Brzeziny, Białołęka, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/4-pokojowe-mieszkanie-69m2-2-balkony-ID4lpBz
Przestronne Mieszkanie Do Zamieszkania,"ul. Komitetu Obrony Robotników, Okęcie, Włochy, Warszawa, mazowieckie",849 000 zł,/pl/oferta/przestronne-mieszkanie-do-zamieszkania-ID4llXl
Metro Onz/2 pokoje/Loggia/Od zaraz,"Mirów, Wola, Warszawa, mazowieckie",620 000 zł,/pl/oferta/metro-onz-2-pokoje-loggia-od-zaraz-ID4kEcu
Mieszkanie 3-pokojowe ul. płk. W. Łokuciewskiego,"ul. płk. Witolda Łokuciewskiego, Górce, Bemowo, Warszawa, mazowieckie",1 270 000 zł,/pl/oferta/mieszkanie-3-pokojowe-ul-plk-w-lokuciewskiego-ID4neo2
Atrakcyjne 2-pokojowe --- bez prowizji,"al. Aleja Armii Ludowej, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",798 000 zł,/pl/oferta/atrakcyjne-2-pokojowe-bez-prowizji-ID4nusd
"65m2: 3 pokoje przy metrze Natolin - garaż, loggia","Natolin, Ursynów, Warszawa, mazowieckie",1 007 500 zł,/pl/oferta/65m2-3-pokoje-przy-metrze-natolin-garaz-loggia-ID4nuib
Ursus Classic | mieszkanie 3-pok. |C1_81,"Dyrekcyjna, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/ursus-classic-mieszkanie-3-pok-c1-81-ID4ltwP
Ursus Classic | mieszkanie 3-pok. |C1_185,"Dyrekcyjna, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/ursus-classic-mieszkanie-3-pok-c1-185-ID4ltur
Ursus Classic | mieszkanie 3-pok. |C1_196,"Dyrekcyjna, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/ursus-classic-mieszkanie-3-pok-c1-196-ID4ltux
"Mieszkanie na sprzedaż , Warszawa, Al. Wyścigowa","Wierzbno, Mokotów, Warszawa, mazowieckie",1 310 000 zł,/pl/oferta/mieszkanie-na-sprzedaz-warszawa-al-wyscigowa-ID4n4F3
Sprzedam 1-pokojowe mieszkanie na Wilanowie,"Powsinek, Wilanów, Warszawa, mazowieckie",560 000 zł,/pl/oferta/sprzedam-1-pokojowe-mieszkanie-na-wilanowie-ID4ntK7
"Kredyt 2%, nowe mieszkanie, Metro!","ul. Szeligowska, Chrzanów, Bemowo, Warszawa, mazowieckie",679 000 zł,/pl/oferta/kredyt-2-nowe-mieszkanie-metro-ID4nrcT
Ekskluzywny apartament w centrum Warszawy,"ul. Towarowa, Mirów, Wola, Warszawa, mazowieckie",903 807 zł,/pl/oferta/ekskluzywny-apartament-w-centrum-warszawy-ID4l5g6
3 pokoje na Ursynowie,"Ursynów Północny, Ursynów, Warszawa, mazowieckie",895 000 zł,/pl/oferta/3-pokoje-na-ursynowie-ID4lCVZ
Nowa inwestycja | Dwa poziomy | Z wykończeniem,"ul. Listonoszy, Stary Rembertów, Rembertów, Warszawa, mazowieckie",949 000 zł,/pl/oferta/nowa-inwestycja-dwa-poziomy-z-wykonczeniem-ID4lGct
Apartament Z Tarasem W Śródmieściu Warszawy !,"ul. Emilii Plater, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",3 500 000 zł,/pl/oferta/apartament-z-tarasem-w-srodmiesciu-warszawy-ID4lGas
3-pokojowe mieszkanie 60m2 + balkon Bezpośrednio,"ul. Szeligowska 24, Chrzanów, Bemowo, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/3-pokojowe-mieszkanie-60m2-balkon-bezposrednio-ID4lhxR
3-pokojowe mieszkanie 60m2 + balkon Bezpośrednio,"ul. Posag 7 Panien, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/3-pokojowe-mieszkanie-60m2-balkon-bezposrednio-ID4lhvx
3-pokojowe mieszkanie 60m2 + balkon,"ul. Szeligowska 24, Chrzanów, Bemowo, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/3-pokojowe-mieszkanie-60m2-balkon-ID4lhyj
"Nowe 63m2, ogród, 3 pok, 0% prow,. Warto !","ul. Pasłęcka, Nowodwory, Białołęka, Warszawa, mazowieckie",883 552 zł,/pl/oferta/nowe-63m2-ogrod-3-pok-0-prow-warto-ID4lsc4
"4-pokojowe,duże mieszkanie ,68m2, 0% prow, Warto!","ul. Talarowa, Tarchomin, Białołęka, Warszawa, mazowieckie",794 000 zł,/pl/oferta/4-pokojowe-duze-mieszkanie-68m2-0-prow-warto-ID4lsbM
3-pokojowe mieszkanie 60m2 + loggia Bezpośrednio,"ul. Jutrzenki, Salomea, Włochy, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/3-pokojowe-mieszkanie-60m2-loggia-bezposrednio-ID4lzAj
2-pokojowe mieszkanie 40m2 + balkon Bezpośrednio,"ul. Jutrzenki, Salomea, Włochy, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/2-pokojowe-mieszkanie-40m2-balkon-bezposrednio-ID4lzAi
4-pokojowe mieszkanie 78m2 + balkon Bez Prowizji,"ul. Jutrzenki, Salomea, Włochy, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/4-pokojowe-mieszkanie-78m2-balkon-bez-prowizji-ID4lzA8
Ursus Classic | mieszkanie 2-pok. |C1_2,"Dyrekcyjna, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/ursus-classic-mieszkanie-2-pok-c1-2-ID4ltwr
Ursus Classic | mieszkanie 1-pok. |C1_206,"Dyrekcyjna, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/ursus-classic-mieszkanie-1-pok-c1-206-ID4ltuF
Ursus Classic | mieszkanie 2-pok. |C1_109,"Dyrekcyjna, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/ursus-classic-mieszkanie-2-pok-c1-109-ID4ltxY
Ursus Classic | mieszkanie 3-pok. |C1_88,"Dyrekcyjna, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/ursus-classic-mieszkanie-3-pok-c1-88-ID4ltuD
Ursus Classic | mieszkanie 3-pok. |C1_21,"Dyrekcyjna, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/ursus-classic-mieszkanie-3-pok-c1-21-ID4ltuv
Ursus Classic | mieszkanie 2-pok. |C1_151,"Dyrekcyjna, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/ursus-classic-mieszkanie-2-pok-c1-151-ID4ltxS
Ursus Classic | mieszkanie 2-pok. |C2_8,"Dyrekcyjna, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/ursus-classic-mieszkanie-2-pok-c2-8-ID4ltvx
Przytulne i funkcjonalne 4-pokojowe mieszkanie,"Szczęśliwice, Ochota, Warszawa, mazowieckie",1 554 000 zł,/pl/oferta/przytulne-i-funkcjonalne-4-pokojowe-mieszkanie-ID4lAzg
3-pokojowe mieszkanie 56m2 + balkon,"ul. Oszmiańska, Targówek Mieszkaniowy, Targówek, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/3-pokojowe-mieszkanie-56m2-balkon-ID4ly7r
2-pokojowe mieszkanie 38m2 + balkon,"ul. Chełmżyńska, Kawęczyn-Wygoda, Rembertów, Warszawa, mazowieckie",475 168 zł,/pl/oferta/2-pokojowe-mieszkanie-38m2-balkon-ID4ltMG
3-pokojowe mieszkanie 55m2 + balkon Bezpośrednio,"ul. Chełmżyńska, Kawęczyn-Wygoda, Rembertów, Warszawa, mazowieckie",615 162 zł,/pl/oferta/3-pokojowe-mieszkanie-55m2-balkon-bezposrednio-ID4ltMN
2-pokojowe mieszkanie 38m2 + balkon,"ul. Chełmżyńska, Kawęczyn-Wygoda, Rembertów, Warszawa, mazowieckie",471 336 zł,/pl/oferta/2-pokojowe-mieszkanie-38m2-balkon-ID4ltMm
3-pokojowe mieszkanie 55m2 + balkon Bezpośrednio,"ul. Chełmżyńska, Kawęczyn-Wygoda, Rembertów, Warszawa, mazowieckie",630 895 zł,/pl/oferta/3-pokojowe-mieszkanie-55m2-balkon-bezposrednio-ID4ltN9
2-pokojowe mieszkanie 38m2 + balkon Bezpośrednio,"ul. Chełmżyńska, Kawęczyn-Wygoda, Rembertów, Warszawa, mazowieckie",479 000 zł,/pl/oferta/2-pokojowe-mieszkanie-38m2-balkon-bezposrednio-ID4ltNa
3-pokojowe mieszkanie 55m2 + balkon Bez Prowizji,"ul. Chełmżyńska, Kawęczyn-Wygoda, Rembertów, Warszawa, mazowieckie",625 385 zł,/pl/oferta/3-pokojowe-mieszkanie-55m2-balkon-bez-prowizji-ID4ltMF
Ostatnie mieszkanie w tak niskiej cenie !,"ul. Posag 7 Panien, Szamoty, Ursus, Warszawa, mazowieckie",757 000 zł,/pl/oferta/ostatnie-mieszkanie-w-tak-niskiej-cenie-ID4lveH
"0% prow,. Warto! Nowe 3 pok, ogród.","ul. Pasłęcka, Nowodwory, Białołęka, Warszawa, mazowieckie",883 552 zł,/pl/oferta/0-prow-warto-nowe-3-pok-ogrod-ID4lvdy
4-pokojowe mieszkanie 61m2 + 2 balkony,"ul. Pawła Włodkowica, Brzeziny, Białołęka, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/4-pokojowe-mieszkanie-61m2-2-balkony-ID4lpAO
4-pokojowe mieszkanie 78m2 + 2 balkony,"ul. Pawła Włodkowica, Brzeziny, Białołęka, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/4-pokojowe-mieszkanie-78m2-2-balkony-ID4lpBt
Lokalizacja w centrum z Panoramą miasta,"al. Aleja ""Solidarności"", Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",1 070 000 zł,/pl/oferta/lokalizacja-w-centrum-z-panorama-miasta-ID4llxY
Wyjątkowo luksusowy penthouse w sercu Żoliborza,"ul. Hanki Czaki, Stary Żoliborz, Żoliborz, Warszawa, mazowieckie",6 500 000 zł,/pl/oferta/wyjatkowo-luksusowy-penthouse-w-sercu-zoliborza-ID4iS6T
2-pokojowe mieszkanie 42m2 + balkon Bez Prowizji,"ul. Bodzanty, Odolany, Wola, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/2-pokojowe-mieszkanie-42m2-balkon-bez-prowizji-ID4lgde
2-pokojowe mieszkanie 42m2 + balkon,"ul. Bodzanty, Odolany, Wola, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/2-pokojowe-mieszkanie-42m2-balkon-ID4lgeg
3-pokojowe mieszkanie 63m2 + balkon Bezpośrednio,"ul. Bodzanty, Odolany, Wola, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/3-pokojowe-mieszkanie-63m2-balkon-bezposrednio-ID4lgdI
Ursus Classic | mieszkanie 2-pok. |C2_9,"Dyrekcyjna, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/ursus-classic-mieszkanie-2-pok-c2-9-ID4ltw0
Ursus Classic | mieszkanie 2-pok. |C1_90,"Dyrekcyjna, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/ursus-classic-mieszkanie-2-pok-c1-90-ID4ltxv
Ursus Classic | mieszkanie 2-pok. |C2_14,"Dyrekcyjna, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/ursus-classic-mieszkanie-2-pok-c2-14-ID4ltwy
