title,price,area,link1,rooms_No,ownership_form,interior_state,balcony,parking_space,description,link2,street,nbrhood,district,city,vvdship,timestamp
"Mieszkanie, 55,50 m², Warszawa",915000,55.5,https://www.otodom.pl/pl/oferta/mieszkanie-55-50-m-warszawa-ID4nwag,2,pełna własność,do zamieszkania,balkon,no data,"STARA OCHOTA. Przestronne 2- pokojowe mieszkanie znajdujące się na 1. piętrze w 4- piętrowym budynku z lat 60. Na powierzchni 55,52 m2 znajduje się : • pokój dzienny z wyjściem na loggię • spora sypialnia z wygodnym łożem małżeńskim (wejście z dużego pokoju) • oddzielna kuchnia z oknem • łazienka z kabiną prysznicową Mieszkanie jest dwustronne, ekspozycja wschód- zachód, widok na zieleń. Lokal jest umeblowany oraz w pełni wyposażony, na podłogach deska barlinecka, okna PCV, stan mieszkania dobry (do ewentualnego odświeżenia). Budynek w bardzo dobrym stanie technicznym, wymienione piony, ocieplony, nowa elewacja, wymienione windy, czyste i zadbana klatka schodowa. Niewątpliwym atutem nieruchomości jest jego lokalizacja. W pobliżu pełna infrastruktura, liczne sklepy, szkoły, przedszkola, punkty usługowe i gastronomiczne, tereny zielone (Skwer Dobrego Maharadży i Park Szczęśliwicki). Rewelacyjny punkt komunikacyjny, blisko przystanki tramwajowe i autobusowe, bliskość Dworca Zachodniego i Centralnego oraz Lotniska Okęcie.  Do lokalu przynależy 4 m2 komórka lokatorska w piwnicy.  Stan prawny: odrębna własność z Księgą Wieczystą, grunty uregulowane.  Prężnie działająca wspólnota mieszkaniowa. Czynsz administracyjny wraz z funduszem remontowym w wysokości 730 PLN. Serdecznie polecam i zapraszam na prezentację. - Skontaktuj się z nami w celu zapoznania się ze szczegółami oferty. Jeżeli nie udało Ci się znaleźć oferty spełniającej Twoich oczekiwań, zapraszamy do kontaktu bezpośredniego. Nie wszystkie nasze oferty widoczne są w internecie. Informujemy, iż pomimo wszelkich starań, które poczyniliśmy, aby zaprezentować rzetelne informacje o nieruchomości, przedstawione informacje otrzymaliśmy od właściciela oraz innych osób współpracujących w procesie sprzedaży i mogą one wymagać weryfikacji. Przedstawione materiały wizualne mają charakter poglądowy i stanowią jedynie materiał pomocniczy. Niniejsze ogłoszenie nie stanowi oferty w rozumieniu kodeksu cywilnego i ma charakter informacyjny. Niniejsze ogłoszenie jest własnością Reals Nieruchomości Sp. z.o.o. lub podmiotów współpracujących. Wszelkie prawa zastrzeżone. Kopiowanie, rozpowszechnianie oraz korzystanie z niniejszych materiałów w jakikolwiek inny sposób wykraczający poza dozwolony użytek określony przepisami ustawy z 4 lutego 1994 r. o prawie autorskim i prawach pokrewnych (Dz. U. 1994, nr 24 poz. 83 z późn. zm.) bez pisemnej zgody Reals Nieruchomości Sp. z o.o. lub podmiotów współpracujących jest zabronione i może stanowić podstawę odpowiedzialności cywilnej oraz karnej. Przedstawione materiały stanowią tajemnicę przedsiębiorstwa Reals Nieruchomości Sp. z o.o. lub podmiotów współpracujących w rozumieniu ustawy z dnia 16 kwietnia 1993 r. o zwalczaniu nieuczciwej konkurencji (Dz. U. z 2003 r., Nr 153, poz. 1503 z późn. zm.).  Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()",https://www.otodom.pl/pl/oferta/mieszkanie-55-50-m-warszawa-ID4nwag,no info,Szczęśliwice, Ochota, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
Urokliwe 3-pokojowe mieszkanie na Żoliborzu,1499000,75.5,https://www.otodom.pl/pl/oferta/urokliwe-3-pokojowe-mieszkanie-na-zoliborzu-ID4nlJz,3,pełna własność,do zamieszkania,no data,garaż/miejsce parkingowe,"Zapraszamy do odkrycia tego wyjątkowego mieszkania na Żoliborzu w Warszawie! Przestronne 3 pokoje o powierzchni 75,5 m2 czekają, by stać się Twoim wymarzonym domem.  - ten uroczy apartament zlokalizowany jest w spokojnej okolicy, gdzie zgiełk miasta nie dociera. Znajdujesz się tuż przy zielonych terenach, które zapewniają relaks i odprężenie po pełnym wyzwań dniu?  - mimo spokojnej lokalizacji, mieszkanie jest świetnie skomunikowane z centrum Warszawy. Z łatwością dotrzesz do najważniejszych miejsc w mieście, zachowując jednak odrobinę dystansu od miejskiego zgiełku.  - niezwykły, zabudowany balkon stanowi doskonałe miejsce na poranną kawę czy wieczorny relaks. To idealne miejsce do spędzania czasu z najbliższymi i cieszenia się urokami otaczającej przyrody.  - budynek, w którym znajduje się mieszkanie, powstał w 2018 roku. To gwarantuje nowoczesne rozwiązania techniczne oraz jakość wykonania na najwyższym poziomie.  - do mieszkania przynależy podziemne miejsce parkingowe (dodatkowo płatne 70.000), co daje Ci pełen komfort i spokój w kwestii parkowania samochodu. Dodatkowo, masz swoją własną komórkę lokatorską (dodatkowo płatna 40.000), zapewniającą dodatkową przestrzeń na przechowywanie rzeczy. Nie zwlekaj - ta oferta jest niepowtarzalna! Wyjątkowe mieszkanie na Starym Żoliborzu pozwoli Ci cieszyć się życiem w otoczeniu natury, jednocześnie mając łatwy dostęp do miejskiego życia.  Zapraszamy na prezentację!",https://www.otodom.pl/pl/oferta/urokliwe-3-pokojowe-mieszkanie-na-zoliborzu-ID4nlJz,ul. Zygmunta Krasińskiego, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
"Ciche,Po Remoncie, Garaż, Metro!!",1559000,106.5,https://www.otodom.pl/pl/oferta/ciche-po-remoncie-garaz-metro-ID4lOYV,3,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,"LOKALIZACJA - Mokotów, Na Skarpie, Aleja Wilanowska. Kameralne ""mini osiedle"" tylko 30 lokali. Teren ogrodzony, chroniony z bardzo dużą ilością zieleni. Budynek z windą, czysta klatka schodowa.  Komunikacja blisko METRO-Wilanowska, obok (20m!!!) przystanek autobusowy;108,139,215,251, dworzec południowy, tramwaj. APARTAMENT -  , wszystko nowe, podłogi - parkiet dębowy, nowa łazienka, nowa kuchnia, meble, wyposażenie, sprzęt agd. W przedpokoju i pokojach szafy w zabudowie. ROZKŁAD - doskonale doświetlony salon ok. 39m!!!, aneks kuchenny z oknem, balkon. Dwie ustawne sypialnie/pokoje 16,4m 13,9m. Duza łazienka (okno), 6,3m - jest wanna i kabina, osobna toaleta (okno). Wysokość 2,75m. Czynsz ok.1400. Miejsce w garażu podziemnym płatne dodatkowo 40 tysięcy.   Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Andrzej Adamczyk (licencja nr: 5814) - Za usługę pośrednictwa Warszawa Nieruchomości pobiera wynagrodzenie",https://www.otodom.pl/pl/oferta/ciche-po-remoncie-garaz-metro-ID4lOYV,al. Aleja Wilanowska, Stegny, Mokotów, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
"Eleganckie 4 Pokoje,Ciche, Otoczone Zielenią",2450000,136.0,https://www.otodom.pl/pl/oferta/eleganckie-4-pokoje-ciche-otoczone-zielenia-ID4nrSp,4,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,"LOKALIZACJA; MOKOTÓW, osiedle ""Pod Skocznią"". Najbliższa okolica to stare mokotowskie wille i zagraniczne ambasady, parki i spokojne uliczki, a jednocześnie w zasięgu krótkiego spaceru są restauracje i kawiarnie, sklepy, miejsca do rekreacji i sportu. ELEGANCKIE, gotowe do wprowadzenia, w wysokim standardzie w budynku apartamentowym z windą i garażem podziemnym. Okna mieszkania wychodzą na drzewa i spokojną część okolicznych niskich budynków. ROZKŁAD; salon+jadalnia ok. 45m, sypialnia z garderobą  20m i dwa dodatkowe pokoje po ok 14m mogące stanowić sypialnię lub gabinet lub pokój dla gości), bardzo duży salon z jadalnią (45m2), salon kąpielowy z wanną i dużym prysznicem 10m, dodatkowa łazienka z prysznicem 3m. Do mieszkania przynależy  komórka gospodarcza (w cenie) !!!. Można dokupić 2 miejsca parkingowe ( w łącznej cenie 75 tys.zł) .  Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Andrzej Adamczyk (licencja nr: 5814) - Za usługę pośrednictwa Warszawa Nieruchomości pobiera wynagrodzenie",https://www.otodom.pl/pl/oferta/eleganckie-4-pokoje-ciche-otoczone-zielenia-ID4nrSp,no info,Stegny, Mokotów, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
Słoneczny apartament na warszawskiej Starówce,1200000,40.0,https://www.otodom.pl/pl/oferta/sloneczny-apartament-na-warszawskiej-starowce-ID4nwaf,2,no data,do zamieszkania,no data,no data,"Reprezentacyjny, słoneczny, przytulny apartament na warszawskiej Starówce, ul. Celna. Mieści się na 1. piętrze kamienicy położonej w samym centrum Starego Miasta, zaledwie 40 m od Rynku Starego Miasta. Apartament w pełni wyposażony, wykończony w najwyższym standardzie. Ma cztery okna, dwa są z widokiem na Wisłę, a kolejne dwa na ciche, zielone podwórze. Nowocześnie urządzona łazienka z kabiną prysznicową.  W okolicy parkingi.  Apartament jest stale wynajmowany, najem krótkoterminowy. Cieszy się ogromnym powodzeniem, a więc doskonała oferta pod względem inwestycyjnym. Polecam i zapraszam na prezentację. - Skontaktuj się z nami w celu zapoznania się ze szczegółami oferty. Jeżeli nie udało Ci się znaleźć oferty spełniającej Twoich oczekiwań, zapraszamy do kontaktu bezpośredniego. Nie wszystkie nasze oferty widoczne są w internecie. Informujemy, iż pomimo wszelkich starań, które poczyniliśmy, aby zaprezentować rzetelne informacje o nieruchomości, przedstawione informacje otrzymaliśmy od właściciela oraz innych osób współpracujących w procesie sprzedaży i mogą one wymagać weryfikacji. Przedstawione materiały wizualne mają charakter poglądowy i stanowią jedynie materiał pomocniczy. Niniejsze ogłoszenie nie stanowi oferty w rozumieniu kodeksu cywilnego i ma charakter informacyjny. Niniejsze ogłoszenie jest własnością Reals Nieruchomości Sp. z.o.o. lub podmiotów współpracujących. Wszelkie prawa zastrzeżone. Kopiowanie, rozpowszechnianie oraz korzystanie z niniejszych materiałów w jakikolwiek inny sposób wykraczający poza dozwolony użytek określony przepisami ustawy z 4 lutego 1994 r. o prawie autorskim i prawach pokrewnych (Dz. U. 1994, nr 24 poz. 83 z późn. zm.) bez pisemnej zgody Reals Nieruchomości Sp. z o.o. lub podmiotów współpracujących jest zabronione i może stanowić podstawę odpowiedzialności cywilnej oraz karnej. Przedstawione materiały stanowią tajemnicę przedsiębiorstwa Reals Nieruchomości Sp. z o.o. lub podmiotów współpracujących w rozumieniu ustawy z dnia 16 kwietnia 1993 r. o zwalczaniu nieuczciwej konkurencji (Dz. U. z 2003 r., Nr 153, poz. 1503 z późn. zm.).  Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()",https://www.otodom.pl/pl/oferta/sloneczny-apartament-na-warszawskiej-starowce-ID4nwaf,ul. Celna, Stare Miasto, Śródmieście, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
WŁAŚCICIEL - TARAS 60m2 na dachu - ostatnie piętro,2995000,100.0,https://www.otodom.pl/pl/oferta/wlasciciel-taras-60m2-na-dachu-ostatnie-pietro-ID4mXsx,3,pełna własność,do wykończenia,"balkon, taras",garaż/miejsce parkingowe,Prywatny taras 60m2 na dachu - widok na centrum Warszawy! Wyjątkowo jasny apartament w kameralnej inwestycji w świetnej lokalizacji. Wysoki standard wykończenia budynku. Układ mieszkania: -ustawny i przestronny salon z aneksem kuchennym -garderoba na wejściu -dwie łazienki -dwie sypialnia w tym jedna master (własna łazienka i garderoba) Na poziomie mieszkania również 2 loggie - wyjście z sypialni oraz salonu. Ekspozycja okien: południe. W sypialniach oraz salonie panoramiczne okna.  Do mieszkania przynależy miejsce garażowe - płatne dodatkowo 99 000pln Istnieje możliwość wykończenia pod klucz przez pracownię Moovin Interiors specjalizującą się w wykończeniach premium.,https://www.otodom.pl/pl/oferta/wlasciciel-taras-60m2-na-dachu-ostatnie-pietro-ID4mXsx,ul. Bonifraterska, Nowe Miasto, Śródmieście, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
LOFT GARDEN Wesoła ETAP II 53-97m2 apart. OGRÓDEK,998700,97.63,https://www.otodom.pl/pl/oferta/loft-garden-wesola-etap-ii-53-97m2-apart-ogrodek-ID4m4Nd,4,pełna własność,no data,"balkon, ogródek, taras",garaż/miejsce parkingowe,"Prezentujemy Państwu naszą nową inwestycję LOFT GARDEN Wesoła, tuż obok naszych realizacji takich jak ZIELONE TARASY Wesoła czy DOMY NA WSPÓLNEJ. Wszystkie powyższe inwestycje zlokalizowane są w najbardziej zielonej części Warszawy, zachowując przy tym dobrą komunikację i pełną infrastrukturę niezbędną do codziennego funkcjonowania. Miejsce to jest niezwykłe, będące enklawą ciszy i spokoju, które jednocześnie pozostaje w niewielkiej odległości od Centrum miasta, a kameralna zabudowa dodaje uroku całości. Aktualną realizację wyróżnia to, że oprócz architektury i mieszkań o charakterze loftowym, znajdują się tu również mieszkania z własnym ogródkiem. Znakiem szczególnym tej inwestycji jest też bardzo wysoki standard oraz dbałość o każdy detal, które niesamowicie wyróżniają realizowane przez nas apartamenty.       Dodatkowo wykorzystując nasze doświadczenie zastosowaliśmy rozwiązania projektowe zapewniające dużo komfortu i wygody w codziennym użytkowaniu, a zastosowane materiały o bezkompromisowej jakości zapewnią oszczędność i trwałość na długie lata. Niewątpliwą zaletą jest też niska, kameralna zabudowa, granicząca z otuliną Mazowieckiego Parku Krajobrazowego, która sprzyja rekreacji oraz wypoczynkowi na świeżym powietrzu. Powierzchnia prezentowanego mieszkania wynosi 97,63 m2 bez ścianek działowych i 93,53 m2 po odliczeniu powierzchni pod ściankami.   Dzielnica Wesoła została przyłączona do stolicy w 2002 roku i obecnie stanowi samowystarczalną jednostkę administracyjną, wyposażoną w pełną infrastrukturę w postaci urzędów, punktów usługowych i handlowych, szkół, przedszkoli oraz wszelkich innych udogodnień które są tak istotne przy wyborze miejsca zamieszkania. Osiedle jest bardzo dobrze skomunikowane z kluczowymi dzielnicami Warszawy, a dojazd do Centrum zajmuje zaledwie 20 minut. Jesteśmy przekonani, że kolejni mieszkańcy również docenią urokliwą dzielnicę Wesoła, niską zabudowę i szereg walorów jakimi charakteryzuje się nasza nowa inwestycja. Zapraszamy do kontaktu z biurem sprzedaży, gdzie uzyskają Państwo odpowiedzi na wszystkie pytania dotyczące LOFT GARDEN Wesoła.",https://www.otodom.pl/pl/oferta/loft-garden-wesola-etap-ii-53-97m2-apart-ogrodek-ID4m4Nd,no info,Zielona-Grzybowa, Wesoła, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
"3 pokoje 62 m, Żerań nowoczesne i funkcjonalne",810000,62.0,https://www.otodom.pl/pl/oferta/3-pokoje-62-m-zeran-nowoczesne-i-funkcjonalne-ID4nw7c,3,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,"Sprzedaż bezpośrednia - nie współpracuję z agencjami nieruchomości  Mieszkanie 3-pokojowe o powierzchni ok 62m2 składające się z salonu z aneksem kuchennym (26.6 m), dwóch sypialni (ok 10 oraz 11 m), łazienki (4.5 m) oraz pralni (1.4 m), komunikacja/przedpokój (9 m). Mieszkanie zostało odświeżone w maju 2023 (odmalowane wszystkie ściany oraz sufity, usunięcie spękań powstałych wskutek osadzania się budynku itp) i nie wymaga żadnych nakładów finansowych. Większość mebli jest w zabudowie. Meble ruchome i agd - do uzgodnienia.  Mieszkanie zostało zaprojektowane przez architekta, jest bardzo funkcjonalnie i przestronne. Dzięki optymalnemu rozplanowaniu przestrzeni wydaje się większe niż wynika to z metrażu. Pierwotnie w mieszkaniu było miejsce na dodatkową toaletę - to pomieszczenie zostało przekształcone w pralnię, która służy też jako schowek na podręczne rzeczy. Nad pralką są wbudowane dwie szuflady w formie koszy na pranie.  W cenie mieszkania jest komórka lokatorska na poziomie -1 (ok 6m2) zamykana na klucz, Jest to osobne pomieszczenie, nie box. Na poziomie -1 również miejsce parkingowe, płatne dodatkowo 50.000 zł  KOMUNIKACJA Tuż pod osiedlem jest przystanek autobusu 211 który dojeżdża na pętlę żerań lub w przeciwną stronę do mostu północnego (3 przystanki) skąd tramwaj w kilka minut dojeżdza do metra Młociny. Przy ul. Modlińskiej autobusy jadące w stronę Metra Marymont (autobus jedzie ok 10-15 minut do metra)  SZKOŁA 10 minut spacerem - państwowa szkoła podstawowa im Przyjaciół Mazowsza  20 minut spacerem - państwowe przedszkole na Myśliborskiej  1 minuta od osiedla - dosłownie pod wejściem na osiedle będzie znajdował się państwowy żlobek (obecnie końcowy etap budowy, oddanie na początku 2024) USŁUGI 5 minut spacerem od osiedla - budynek Laurowa w którym znajdują się: gabinet logopedyczny, fizjoterapia/rehabilitacja dzieci i niemowląt, trener personalny i fizjoterapeuta dorosłych, salon kosmetyczny, włoska restauracja. Na terenie osiedla Żabka oraz kawiarnia z bawialnią dla dzieci (pyszne domowe jedzenie). Galeria północna/Galeria Młociny 10 min samochodem. Do gal północnej dojedzie też bezpośrednio 211 w ok 10-15 minut.  SPORT/PLACE ZABAW Okolica osiedla to miejsce idealne dla aktywnych osób. Zaraz przy osiedlu znajduje się wejście na wał oraz urokliwa kładka Żerańska. Ścieżką rowerową dojedziemy np w 10 min do Parku Piccassa (duży plac zabaw, tężnia, nowe boiska do koszykówki, miejsce na grilla). Ścieżka rowerowa zaczynająca się na wale za osiedlem bezpośrednio doprowadzi nas na Żoliborz, Saską Kępę lub Bielany. W odległosci 15 min spaceru jest duży plac zabaw na Portowej. Na terenie osiedla znajdują się 2 place zabaw z których korzystają wyłącznie mieszkańcy.  Mieszkanie dostępne od lutego 2024. Aktualnie preferowany kontakt mailowy w celu obejrzenia mieszkania:)",https://www.otodom.pl/pl/oferta/3-pokoje-62-m-zeran-nowoczesne-i-funkcjonalne-ID4nw7c,no info,Żerań, Białołęka, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
LOFT GARDEN Wesoła ETAP II 53-99m2 - apart. LOFT,998700,99.78,https://www.otodom.pl/pl/oferta/loft-garden-wesola-etap-ii-53-99m2-apart-loft-ID4m4MQ,4,pełna własność,no data,"balkon, taras",garaż/miejsce parkingowe,"Prezentujemy Państwu naszą nową inwestycję LOFT GARDEN Wesoła, tuż obok naszych realizacji takich jak ZIELONE TARASY Wesoła czy DOMY NA WSPÓLNEJ. Wszystkie powyższe inwestycje zlokalizowane są w najbardziej zielonej części Warszawy, zachowując przy tym dobrą komunikację i pełną infrastrukturę niezbędną do codziennego funkcjonowania. Miejsce to jest niezwykłe, będące enklawą ciszy i spokoju, które jednocześnie pozostaje w niewielkiej odległości od Centrum miasta, a kameralna zabudowa dodaje uroku całości. Aktualną realizację wyróżnia to, że oprócz architektury i mieszkań o charakterze loftowym, znajdują się tu również mieszkania z własnym ogródkiem. Znakiem szczególnym tej inwestycji jest też bardzo wysoki standard oraz dbałość o każdy detal, które niesamowicie wyróżniają realizowane przez nas apartamenty.      Dodatkowo wykorzystując nasze doświadczenie zastosowaliśmy rozwiązania projektowe zapewniające dużo komfortu i wygody w codziennym użytkowaniu, a zastosowane materiały o bezkompromisowej jakości zapewnią oszczędność i trwałość na długie lata. Niewątpliwą zaletą jest też niska, kameralna zabudowa, granicząca z otuliną Mazowieckiego Parku Krajobrazowego, która sprzyja rekreacji oraz wypoczynkowi na świeżym powietrzu. Powierzchnia prezentowanego mieszkania wynosi 99,78 m2 bez ścianek działowych i 95,78m2 po odliczeniu powierzchni pod ściankami.   Dzielnica Wesoła została przyłączona do stolicy w 2002 roku i obecnie stanowi samowystarczalną jednostkę administracyjną, wyposażoną w pełną infrastrukturę w postaci urzędów, punktów usługowych i handlowych, szkół, przedszkoli oraz wszelkich innych udogodnień które są tak istotne przy wyborze miejsca zamieszkania. Osiedle jest bardzo dobrze skomunikowane z kluczowymi dzielnicami Warszawy, a dojazd do Centrum zajmuje zaledwie 20 minut. Jesteśmy przekonani, że kolejni mieszkańcy również docenią urokliwą dzielnicę Wesoła, niską zabudowę i szereg walorów jakimi charakteryzuje się nasza nowa inwestycja. Zapraszamy do kontaktu z biurem sprzedaży, gdzie uzyskają Państwo odpowiedzi na wszystkie pytania dotyczące LOFT GARDEN Wesoła.",https://www.otodom.pl/pl/oferta/loft-garden-wesola-etap-ii-53-99m2-apart-loft-ID4m4MQ,no info,Zielona-Grzybowa, Wesoła, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
"Powiśle! 2/3 Pokoje, Kamienica, Balkon, Bulwary",1199000,61.2,https://www.otodom.pl/pl/oferta/powisle-2-3-pokoje-kamienica-balkon-bulwary-ID4nw7a,2,pełna własność,no data,balkon,no data,"Szanowni Państwo, Mam przyjemność zaprezentować wyjątkową nieruchomość zlokalizowaną w sercu Warszawskiego Powiśla. Jest to inwestycja skierowana do miłośników klasycznych kamienic z klimatem oraz wielbicieli połączenia miejskiego zgiełku z dużą ilością terenów zielonych i atmosferą wiślanych bulwarów. Główne atuty nieruchomości: - Przedwojenna kamienica z czerwonej cegły, - Wysokie pomieszczenia 295 cm - Duże przestronne pokoje - Możliwości aranżacyjne (2/3 Pokoje) - LOKALIZACJA!  Lokal znajduję się na tętniącej życiem ulicy ludnej. Doskonale skomunikowanej z centrum miasta dodatkowo w otoczeni kilku parków. Najbliższy Park znajduję się vis a vis mieszkania co jest fantastyczna atrakcją dla miłośników psów oraz zdrowego trybu życia.  Niezaprzeczalną atrakcją jest również bliskość bulwarów wiślanych na wyciągnięcie ręki. Bulwary to miejsce pełne relaksu oraz restauracji z kuchniami całego świata. Nieruchomość sprawdzi się doskonale jako lokata kapitału. Po pierwsze lokalizacja atrakcyjna dla studentów poprzez bliskość uczelni wyższych. Po drugie w najbliższym czasie planowany jest wizualny remont kamienicy (nowa elewacja, klatki schodowe i winda zewnętrzna). ASPEKT PRAWNY: Pełna własność z założoną Księgą Wieczystą co umożliwia posiłkowanie się kredytem. Jeżeli marzysz o życiu w klasycznej kamienicy, która w najbliższym czasie znacznie wzrośnie na wartości to dobrze trafiłeś!  Serdecznie zapraszam na prezentacje oraz do kontaktu telefonicznego. Jestem do Państwa dyspozycji 7 dni w tygodniu w godzinach 8 - 22. Ekspert ds. Nieruchomości Filip Siejka Tel kontaktowy: 530 209 208 Facebook: /filip.siejka.90 Instagram: filip_siejka_real_estate Jeżeli Twój zakup wiąże się ze sprzedażą innej nieruchomości daj znać! Z przyjemnością przeprowadzę Cię przez ten proces.",https://www.otodom.pl/pl/oferta/powisle-2-3-pokoje-kamienica-balkon-bulwary-ID4nw7a,ul. Ludna, Solec, Śródmieście, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
Właściciel - świeżo wykończone - Październik 2023,2599000,104.42,https://www.otodom.pl/pl/oferta/wlasciciel-swiezo-wykonczone-pazdziernik-2023-ID4mFoT,4,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,"Mieszkanie projektowane przez przez uznaną pracownię architektoniczną mającą na koncie już ponad 100 podobnych realizacji w Warszawie. Apartament jest w trakcie wykańczania i będzie wyglądał tak jak na wizualizacjach. Planowane zakończenie prac połowa października 2023r. Wysoki standard wykończenia: - na podłodze deska dębowa - zabudowa stolarska na wymiar - okładziny ścienne z forniru/lustra na wymiar  - spieki kwarcowe - armatura firmy Tres - drzwi z ukrytą ościeżnicą w kolorze ścian - pełne wyposażenie kuchenne AGD renomowanych marek  - osprzęt kuchenny firmy Blum - zasłony i firany szyte na wymiar Mieszkanie o bardzo funkcjonalnym układzie: -przestronny i słoneczny salon z aneksem kuchennym -sypialnia master z łazienką -2 sypialnie -łazienka -hol -balkon Do mieszkania przynależą dwa miejsca garażowe - 2x 59 000 PLN Warszawski Mokotów od lat jest jedną z najbardziej pożądanych dzielnic stolicy. To tu klienci poszukują mieszkań dla siebie lub z myślą o inwestycji. Nie do przecenienia jest także swoboda komunikacyjna. Linie tramwajowe, autobusowe i metro pozwalają w łatwy sposób dostać się w każde miejsce Warszawy. Bliskość najlepszych warszawskich szkół i przedszkoli zapewnia codzienny komfort dla rodzin z dziećmi. Galeria Mokotów spełnia oczekiwania miłośników zakupów. Prywatny, osiedlowy park oraz Pole Mokotowskie pozwalają biegaczom i posiadaczom psów na aktywność na świeżym powietrzu, a okoliczne winiarnie, restauracje i kafejki umożliwiają miłe spotkania z przyjaciółmi. Osiedle Pozytywny Mokotów wyróżniają nowoczesne rozwiązania proekologiczne, a wszystkie budynki posiadają certyfikat BREEAM. Panele zamontowane na budynkach trzech etapów będą rocznie wytwarzać ponad 69 000 kWh energii elektrycznej. Inwestycja będzie posiadała Ogrody społeczne - w sumie kilkadziesiąt kontenerów szkółkarskich, umożliwiających uprawę dowolnie wybranych roślin - zarówno ozdobnych, jak i zapewniających plony do domowego użytku. Cena w ogłoszeniu to cena wykończonego apartamentu według załączonych wizualizacji, bez mebli ruchomych. DO BIUR NIERUCHOMOŚCI: Proszę o kontakt wyłącznie w sytuacji gdy posiadacie Państwo konkretnego klienta zainteresowanego obejrzeniem tego mieszkania. Nie zezwalam na powielanie ogłoszenia na portalach nieruchomości.",https://www.otodom.pl/pl/oferta/wlasciciel-swiezo-wykonczone-pazdziernik-2023-ID4mFoT,ul. Konstruktorska, Służewiec, Mokotów, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
Nowoczesny Apartament | Śródmieście | Górnośląska6,1800000,56.36,https://www.otodom.pl/pl/oferta/nowoczesny-apartament-srodmiescie-gornoslaska6-ID4mEuD,2,no data,do zamieszkania,no data,no data,"ŚRÓDMIEŚCIE | SOLEC | POWIŚLE | ul. Górnośląska 6 | Nowoczesny Apartament na sprzedaż | 2 pokoje | Obszerny balkon | Klimatyzacja DG Properties przedstawia ofertę nieruchomości na sprzedaż w idealnej, spokojnej okolicy.  LOKALIZACJA: Warszawskie Powiśle kusi ogromną atrakcyjnością oraz infrastrukturą kulturalno-rozrywkową. W pobliżu nieruchomości znajduje się pełna infrastruktura miejska (sklepy, przedszkola, szkoły, apteki itd.). Klimatyczne uliczki, mnóstwo kawiarni i restauracji, tereny zielone i niewielka odległość od ścisłego centrum miasta kuszą nie tylko warszawiaków, ale także turystów z całego świata Powiśle to także parki i rekreacyjne tereny zielone, które położone są tuż obok apartamentowca.  NIERUCHOMOŚĆ Prezentowana nieruchomość to wyjątkowe mieszkanie o powierzchni 56,36 m2 usytuowane w nowej inwestycji, przy ul. Górnośląskiej 6. Mieszkanie znajduje się na II piętrze w budynku VIII piętrowym. Nieruchomość jest skierowana na stronę dziedzińca, co zapewnia intymność i widok na dodatkową zieleń poprzez drewniane i panoramiczne okna. Mieszkanie zostało zaprojektowany przez biuro projektowe z uwzględnieniem wysokiej klasy materiałów. W pełni umeblowane i wyposażone w sprzęt AGD (pralka, lodówka, zmywarka, piekarnik z funkcją mikrofali, indukcja. Na podłodze gres najwyższej jakości,  drewniana deska podłogowa. Meble wykonywane na wymiar przez cenioną pracownie stolarską. System smart home, klimatyzacja w każdym pokoju, elektryczne moskitiery, podgrzewana podłoga w łazience, to tylko część wygód, które czekają na nowego właściciela. Do mieszkania przynależy miejsce parkingowe w garażu podziemnym oraz komórka lokatorska - 70 000 zł  Nieruchomość dedykowana dla singla lub pary. Idealna również jako inwestycja na wynajem. WIDEO: s://youtu.be/jeXUM-vqG4M CENA:  1 800 000 zł  Serdecznie polecam tą wyjątkową nieruchomość i zapraszam do prezentacji nieruchomości. KONTAKT: Daniel Gawdziński DG Properties 506 550 401",https://www.otodom.pl/pl/oferta/nowoczesny-apartament-srodmiescie-gornoslaska6-ID4mEuD,ul. Górnośląska, Solec, Śródmieście, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
